book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,published_year,original_publication_year,original_title,image_url,publisher,description,genres
130,Esio Trot,Roald Dahl,3.49,0141346493,9780141346496,en,80,7115,711,1067,2846,1778,713,2013,2013,Esio Trot,https://books.google.com/books/content?id=eE9SMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Puffin,"Mr Hoppy loves Mrs Silver. Mrs Silver loves Alfie the tortoise. Sometimes Mr Happy wishes he could become a tortoise. Until one day he finds a way to win Mrs Silver's heart, with the help of a little magic and some cabbage . . .",Children's stories
131,Northanger Abbey,Jane Austen,1.28,1908533277,9781908533272,en,256,8629,2588,2157,1725,1294,865,2012,2012,Northanger Abbey,https://books.google.com/books/content?id=NLc7MAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Atlantic Publishing, Croxley Green",Classics with legible texts you can actually read at a fantastic price.,Books and reading
132,Spirit Bound,Richelle Mead,4.5,1921518863,9781921518867,en,489,4,0,0,0,1,3,2010,2010,Spirit Bound,https://books.google.com/books/content?id=-a-YQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Razorbill,"The international number 1 bestselling Vampire Academy series by Richelle Mead is now a major motion picture. Read it before it hits cinemas in 2014! SALVATION HAS ITS PRICE . . . Fall in love with Rose and Dimitri all over again in Spirit Bound, the anticipated fifth novel in Richelle Mead's enthralling Vampire Academy series. After a long and heartbreaking journey to Siberia, Dimitri's birthplace, Rose Hathaway has finally returned to St. Vladimir's - and to her best friend, Lissa Dragomir. It's graduation, and the girls can't wait for their real lives outside the Academy's cold iron gates to finally begin. But even with the intrigue and excitement of court life looming, Rose's heart still aches for Dimitri. He's out there, somewhere. She failed to kill him when she had the chance, and now her worst fears are about to come true. Dimitri has tasted her blood, and she knows in her heart that he is hunting her. And if Rose won't join him, he won't rest until he has silenced her . . ....",Boarding school students
133,The Storm Sister,Lucinda Riley,2.43,1447288572,9781447288572,en,164,4982,1494,1245,996,747,500,2015,2015,The Storm Sister,https://books.google.com/books/content?id=yhNNrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macmillan,"Ally D'Apliese is about to compete in one of the world's most perilous yacht races, when she hears the news of her adoptive father's sudden, mysterious death. Rushing back to meet her five sisters at their family home, she discovers that her father - an elusive billionaire affectionately known to his daughters as Pa Salt - has left each of them a tantalising clue to their true heritage. Ally has also recently embarked on a deeply passionate love affair that will change her destiny forever. But with her life now turned upside down, Ally decides to leave the open seas and follow the trail that her father left her, which leads her to the icy beauty of Norway ... There, Ally begins to discover her roots - and how her story is inextricably bound to that of a young unknown singer, Anna Landvik, who lived there over a hundred years before, and sang in the first performance of Grieg's iconic music set to Ibsen's play 'Peer Gynt'. As Ally learns more about Anna, she also begins to question w...",Adopted children
134,Mansfield Park,Jane Austen,4.78,1410429687,9781410429681,en,661,9098,90,363,909,2274,5462,2010,2010,Mansfield Park,https://books.google.com/books/content?id=22veSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Kennebec Large Print Perennial,"A New York Times Bestselling Author -- In Jane Austen's third published novel after Sense and Sensibility and Pride and Prejudice, young Fanny Price is sent to live with her wealthy uncle and aunt, Sir Thomas and Lady Bertram, at Mansfield Park. Raised among her four cousins, Fanny -- the poor relation -- often goes unobserved in the household, making her a unique observer of the ethics, morals, attitudes and behavior of English society.",Fiction
135,Emma,Jane Austen,2.7,1908533064,9781908533067,en,512,9167,2750,2291,1833,1375,918,2012,2012,Emma,https://books.google.com/books/content?id=FU5bPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Atlantic Publishing, Croxley Green",Classics with legible texts you can actually read at a fantastic price.,England
137,The India Fan,Victoria Holt,4.54,1402277431,9781402277436,en,288,3584,35,143,358,896,2152,2013,2013,The India Fan,https://books.google.com/books/content?id=JRJoMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sourcebooks Fire,"Drusilla, the daughter of the local vicar, becomes inextricably bound to the wealthy Framling family and through them becomes the heir to a peacock fan that is cursed.",Fiction
138,Twisted Perfection Signed Limited Edition,Abbi Glines,1.98,1476763542,9781476763545,en,272,2539,761,634,507,380,257,2013,2013,Twisted Perfection Signed Limited Edition,https://books.google.com/books/content?id=PQgQAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"Della Sloane is not your average girl. Yearning to break free of her dark and sheltered past and the memories of the illness that claimed her mother, Della plans a solo road trip to experience real life on her own terms. But the trip is nearly cut short in the little beach town of Rosemary when she realizes she can't even pump her own gas-until Woods Kerrington shows up, more than willing to help out a pretty girl in need.",Fiction
139,White Hot,Sandra Brown,1.42,1594130825,9781594130823,en,696,3973,1191,993,794,595,400,2005,2005,White Hot,https://books.google.com/books/content?id=d2b39aiWVmcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Cambridge University Press,"When her younger brother commits suicide, Sayre Lynch returns to her hometown for the funeral and finds herself drawn into a web cast by her controlling and tyrranical father.",Fiction
140,Persuasion,Jane Austen,2.85,1908533080,9781908533081,en,174,8242,2472,2060,1648,1236,826,2012,2012,Persuasion,https://books.google.com/books/content?id=O93ctgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Atlantic Publishing, Croxley Green",Classics with legible texts you can actually read at a fantastic price.,Books and reading
141,Heir of Fire,Sarah J. Maas,3.51,0606385142,9780606385145,en,484,5204,260,520,1301,2081,1042,2015,2015,Heir of Fire,https://books.google.com/books/content?id=FLoNkAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Turtleback Books,"Celaena Sardothien rises from the ashes to burn even brighter than before. Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth.a truth about her h","Science Fiction, Thriller"
142,Jane Eyre,Linda Wilson,3.27,0237540908,9780237540906,en,56,5366,536,804,2146,1341,539,2010,2010,Jane Eyre,https://books.google.com/books/content?id=9t_8RAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,M. Evans,"Jane Eyre, by Charlotte Bronte, was published in 1847. It tells the story of the orphan Jane Eyre, her terrible schooling and her time as a governess at brooding Thornfield Hall. Here she falls in love with its owner, Mr Rochester - and discovers his terrible secret. Essential Classics is a wonderful new series that offers a quick way into a range of exciting stories. Fast-moving and accessible, each story is a shortened, dramatically illustrated version of the classic novel, which loses none of the strength and flavour of the original. Ages 9+.",Children's stories
143,Nobody's Darling,Teresa Medeiros,1.96,0553575015,9780553575019,en,398,7767,2330,1941,1553,1165,778,1998,1998,Nobody's Darling,https://books.google.com/books/content?id=7NSJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Random House Digital, Inc.","Dear Reader, I never enjoyed being a wanted man until the day Miss Esmerelda Fine marched into the Tumbleweed Saloon and pointed her derringer straight at my heart. Who would have guessed some duke's granddaughter--an awfully pretty one at that--would come gunning for the likes of me, a notorious bounty hunter with a taste for whiskey and a fondness for peach pie? Lucky for me, she was a mighty poor shot. Instead of killing me, she hired me to find her runaway brother. Little did she know she was about to make the acquaintance of a flea-bitten basset hound named Sadie, the infamous Darling Gang, and my shotgun-toting kinfolk. And little did I know she was about to lead me on a merry chase that would take us from a bungled bank robbery to the very first Wild West show to tour London, England. I should have turned down her offer. I should have resisted her charms. But I didn't. Because there comes a time in every man's life when he's got nothing left to lose...but his heart. Yours, Bi...",Fiction
144,The Glass Menagerie,Tennessee Williams,4.0,0811214044,9780811214049,en,132,14,0,1,2,4,7,1999,1999,The Glass Menagerie,https://books.google.com/books/content?id=tWbVwZjv43kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,New Directions Publishing,The only single edition now available of this American classic about a mother obsessed with her disabled daughter.,Drama
146,Last Sacrifice,Richelle Mead,1.64,0141331887,9780141331881,en,556,7185,2155,1796,1437,1077,720,2010,2010,Last Sacrifice,https://books.google.com/books/content?id=Rwcpd5zqrrkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin UK,The final heart wrenching episode at St Vladimir's Academy. Rose is on trial for high treason and the death of Queen Tatiana. Someone is trying to frame her and it looks like even Dimitri might not be able to save her now.,Juvenile Fiction
147,The Outlaws of Medieval Legend,Maurice Hugh Keen,3.23,9291051107,4694323757666,en,258,6521,652,978,2608,1630,653,1961,1961,The Outlaws of Medieval Legend,https://books.google.com/books/content?id=7ALXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,London : Routledge and K. Paul,This is a fictional description for the book 'The Outlaws of Medieval Legend' by Maurice Hugh Keen.,"Ballads, English"
148,The Rachel Papers,Martin Amis,3.02,0679734589,9780679734581,en,605,602,60,90,240,150,62,1992,1992,The Rachel Papers,https://books.google.com/books/content?id=11FVPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Vintage,"On the eve of his twentieth birthday, Charles Highway reviews his campaign to win over a self-assured girl named Rachel.",Black humor
149,Grace and Glory,Jennifer L. Armentrout,4.27,1335212787,9781335212788,en,512,8262,165,660,1239,2891,3307,2021,2021,Grace and Glory,https://books.google.com/books/content?id=LDO-zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Random House,"In this thrilling conclusion to the Harbinger trilogy, Trinity, who is out of options, brings Lucifer back to the world to fight the Harbinger, a decision that carries disastrous consequences with it.",Young Adult Fiction
150,The Spirit of Romance,Ezra Pound,4.45,8726059511,9657376517696,en,272,9474,189,757,1421,3315,3792,1910,1910,The Spirit of Romance,https://books.google.com/books/content?id=BuxDAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macmillan Publishers,This is a fictional description for the book 'The Spirit of Romance' by Ezra Pound.,"Literature, Medieval"
151,The Horse Whisperer,Nicholas Evans,4.3,0440222656,9780440222651,en,468,5799,115,463,869,2029,2323,1996,1996,The Horse Whisperer,https://books.google.com/books/content?id=8S98M4y36EYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Dell Publishing Company,"His name is Tom. His voice can calm wild horses, his touch can heal broken spirits. And Annie has traveled a long ways to find him, desperate to heal her injured daughter, her horse, and her heart.",American fiction
152,The Winemaker's Wife,Kristen Harmel,3.1,1787394840,9781787394841,en,336,8146,814,1221,3258,2036,817,2021,2021,The Winemaker's Wife,https://books.google.com/books/content?id=GXxrzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Wiley,"If you love The Beekeeper's Promiseand The Tattooist of Auschwitzthen you'll adore this beautiful story of love, loss, hope and survival. East of Paris in the sun-drenched vineyards of northern France lies the famous champagne house Maison Chauveau. But behind the extravagant exterior of the grand house is a world of secrets. 1940: When young Ines married into the famed Chauveau family she dreamed of working alongside her husband and raising their beautiful children. But with German occupation comes a life of fear: for herself, for the husband who has joined the Resistance and for Celine, the Jewish wife of their chief vintner. As the Nazis march ever closer Ines will be faced with a terrible choice. 2019: Liv Kent has lost everything: her job, her husband and the family she thought they were building. Alone and adrift she leaps at the chance to join her eccentric grandmother on a trip to Champagne. But it's not long before past and present collide, and in a desperate search for the...",Fiction
153,Malafrena,Ursula K. Le Guin,1.7,0425046478,9780425046470,en,358,3056,916,764,611,458,307,1980,1980,Malafrena,https://books.google.com/books/content?id=oDL5W9sQWJMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Berkley Books,"Transports the reader to a Europe of the Imagination, Orsinia, when Itale Sorde is swept up in the revolutionary storms of his day, renouncing both his inheritance and the love of his life for his dream of revolution and the firey woman who wants him for her own.",Fiction
154,Just Once,Karen Kingsbury,2.68,1982104449,9781982104443,en,336,2280,684,570,456,342,228,2023,2023,Just Once,https://books.google.com/books/content?id=S2_dEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"""In 1941, beautiful Irvel Ellis is too focused on her secret to take much notice in the war raging overseas. She's dating Sam but in love with his brother, Hank, and Irvel has no idea how to break the news when the unthinkable happens-Pearl Harbor is attacked. With their lives turned upside down overnight, Sam is drafted, and Hank wants to enlist. But Sam insists Hank stay home, where he and Irvel take up the battle on the home front. While Sam fights in Europe, an undeniable chemistry builds between Irvel and Hank but neither would dare cross that line. Then a telegram comes, and the news is devastating. Hank enlists the next day and has just two weeks until he ships out. Will either brother make it home alive? Or will Irvel lose everything? And can love find a way, even from the ashes of the greatest heartbreak?""--",Fiction
155,Marry Me by Sundown,Johanna Lindsey,1.05,1432853252,9781432853259,en,340,4434,1330,1108,886,665,445,2018,2018,Marry Me by Sundown,https://books.google.com/books/content?id=tO0dtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Wheeler Publishing, Incorporated","""Published in 2018 by arrangement with Galley Books, an imprint of Simon & Schuster, Inc.""--Copyright page.",Fiction
156,A Cup of Light,Nicole Mones,4.97,8182521791,7973539687755,en,312,7299,72,291,729,1824,4383,2002,2002,A Cup of Light,https://books.google.com/books/content?id=bZArAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Simon & Schuster,"Hailed as ""luminous"" by ""The New York Times Book Review, Nicole Mones' bestselling debut novel, Lost in Translation, dazzled critics with a sensuous tale of adventure and awakening set in modern China. A Cup of Light returns to that rich, exotic landscape in an enthralling saga of precious works of art-and the human lives illuminated by them. Written with exquisite grace, A Cup of Light is an intoxicating blend of romance and intrigue, complete with a heroine whose voice is irresistible to the last page. As an appraiser of fine Chinese porcelain, Lia Frank holds fragile beauty in her hands, examines priceless treasure with a magnifying lens. But when Lia looks in the mirror, she sees the flaws in herself, a woman wary of love, cut off from the world around her. Still, when she is sent to Beijing to authenticate a collection of rare pieces, Lia will find herself changing in surprising ways. . .coming alive in the shadow of an astounding mystery. . .drawn into an unfolding saga of art...",Fiction
157,Science Fiction und Labour Fiction,"Peter Seyferth, Falko Blumenthal",4.78,3839470676,9783839470671,de,319,4931,49,197,493,1232,2960,2025,2025,Science Fiction und Labour Fiction,https://books.google.com/books/content?id=jH5LEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,transcript Verlag,"Science Fiction erfindet faszinierende Zukünfte – sie prägt aber auch die Gegenwart, nicht zuletzt durch technische Inspiration und popkulturelle Sozialisation. Was wir von der Zukunft erwarten und befürchten, das haben wir oft vorher in Science-Fiction-Geschichten gelesen oder gesehen. Dies trifft auch auf die Arbeitswelt zu: Welche technologischen Wandlungen werden uns betreffen? Welche Arbeitskämpfe stehen uns bevor? Und sind Roboter unsere Konkurrenten? Die Beiträger*innen analysieren einige dieser Arbeitszukünfte in ausgesuchten Büchern, Filmen und Spielen – und geben einen Einblick in etwas, das wir noch nicht wissen, uns aber schon vorstellen können.",Political Science
158,Science oder Fiction?,Thomas Ahrendt,2.49,373096075X,9783730960752,de,166,4555,1366,1138,911,683,457,2013,2013,Science oder Fiction?,https://books.google.com/books/content?id=bV4yAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,BookRix,"Dieses Werk ist für alle gedacht, die sowohl an SF als auch an der Zukunft interessiert sind. Die großen SF-Themen werden behandelt: wie sich die Menschheit vor Alien-Angriffen und vor Planetoiden-Impakten schützen kann; wie Zeitreisen möglich werden, außerdem werden das Holodeck aus Star Trek und der Todesstern und das Lichtschwert aus Star Wars auf eine physikalische Grundlage gestellt. Darüber hinaus wirft das Buch einen Blick auf fantastische Zukunftstechnologien und wie sie diese Themen Wirklichkeit werden lassen, die im Einklang mit der Physik stehen.",Science
159,Big Science Fiction - Kernfusion und Popkultur in den USA,Simon Märkl,2.12,3839449480,9783839449486,de,227,7899,2369,1974,1579,1184,793,2019,2019,Big Science Fiction - Kernfusion und Popkultur in den USA,https://books.google.com/books/content?id=N3jADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,transcript Verlag,"Die Kernfusion, die in Wasserstoffbomben seit 1954 auf zerstörerische Weise gelingt, zur Stromerzeugung nutzbar zu machen, ist eines der ambitioniertesten Großforschungsprojekte seit dem Manhattan-Projekt. Ihre Geschichte als Zukunftstechnologie im Spiegel öffentlicher Darstellungen illustriert das wechselvolle Verhältnis der amerikanischen Gesellschaft zu den Zielen und der Richtung technologischer Entwicklung. Simon Märkl macht deutlich, dass die Kernfusion als Gegenstand medialer und kultureller Auseinandersetzung dabei zu allen Zeiten nicht nur eine neue Möglichkeit umweltfreundlicher Energieversorgung, sondern immer auch Mittel zur Propagierung politischer Werte und Vorstellungen war.",History
160,"the nucleus is the atom, the electron shells fiction",Helmut Albert,1.86,375416130X,9783754161302,de,31,7041,2112,1760,1408,1056,705,2021,2021,"the nucleus is the atom, the electron shells fiction",https://books.google.com/books/content?id=AHJpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,epubli,"With the first nuclear-shell atomic model in history in 1911, Ernest Rutherford postulated a large atomic shell with electrically negative electrons and a small electrically positive atomic nucleus. He considered the atomic nucleus to be a single positive charge around which electrons orbit, or linger, at a great distance. He did not yet know that the atomic nucleus is composed of protons and neutrons. Thus the often quoted comparison of the atom with a planetary system is comprehensible. (The construction principle is still valid for today's atomic model of particle physics). However, this idea quickly becomes nonsensical if one takes into account the later discoveries of the atomic building blocks proton (1919) and neutron (1932). And this in two respects: If one assumes that proton and electron have the same opposite electric charge, then the laws of nature would have to work here as well, as they apply to cations and anions in the structure of the ion crystals. However, the same...",Science
161,"Heute Science Fiction, morgen Realität?",Gerd Ganteför,3.04,3527693203,9783527693207,de,234,6638,663,995,2655,1659,666,2016,2016,"Heute Science Fiction, morgen Realität?",https://books.google.com/books/content?id=gcTCDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,John Wiley & Sons,Die Visionen von heute können die Realität von morgen sein - die Naturwissenschaften werden auch in Zukunft die Grenzen der menschlichen Erkenntnis immer weiter hinausschieben!,Science
162,"The nucleus ist the atom, the electron shell fiction",Helmut Albert,3.77,3756532283,9783756532285,de,46,2203,110,220,550,881,442,2022,2022,"The nucleus ist the atom, the electron shell fiction",https://books.google.com/books/content?id=QaaLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,epubli,"As already more than 100 years ago, also according to today's conception, an atom should consist of an atomic nucleus and an atomic shell. An atom is considered as a triple system with electrons in the atomic shell and protons and neutrons in the atomic nucleus. The properties of chemical elements are said to depend on the electrons and electron configurations. What electrical charge an atom has is determined by the ratio of electrons and protons. According to the theory of the checkerboard-planar atomic structure, these ideas are backward and a mistake. The checkerboard-planar atomic structure assumes a binary system of atoms. According to it, the nucleus is the atom and the shell is fiction. The protons and neutrons of the atom, form the whole mass. Protons are right-handed and neutrons left-handed, fast rotating building blocks of the atom. Spin-Up and Spin-Down. Based on these properties, protons and neutrons build up into atomic rectangles. This happens checkerboard-planar in t...",Science
163,The Philosophy of Science Fiction Film,Steven Sanders,4.0,0813172810,9780813172811,en,241,2,0,0,0,0,2,2007,2007,The Philosophy of Science Fiction Film,https://books.google.com/books/content?id=xIU9d6W3vEkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,University Press of Kentucky,"The science fiction genre maintains a remarkable hold on the imagination and enthusiasm of the filmgoing public, captivating large audiences worldwide and garnering ever-larger profits. Science fiction films entertain the possibility of time travel and extraterrestrial visitation and imaginatively transport us to worlds transformed by modern science and technology. They also provide a medium through which questions about personal identity, moral agency, artificial consciousness, and other categories of experience can be addressed. In The Philosophy of Science Fiction Film, distinguished authors explore the storylines, conflicts, and themes of fifteen science fiction film classics, from Metropolis to The Matrix. Editor Steven M. Sanders and a group of outstanding scholars in philosophy, film studies, and other fields raise science fiction film criticism to a new level by penetrating the surface of the films to expose the underlying philosophical arguments, ethical perspectives, and m...",Performing Arts
164,Science Fact and Science Fiction,Brian M. Stableford,5.0,0415974607,9780415974608,en,758,1,0,0,0,0,1,2006,2006,Science Fact and Science Fiction,https://books.google.com/books/content?id=uefwmdROKTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Taylor & Francis,Publisher description,Fiction
165,Science Fiction Prototyping,Brian David Johnson,3.79,1608456552,9781608456550,en,191,8848,442,884,2212,3539,1771,2011,2011,Science Fiction Prototyping,https://books.google.com/books/content?id=sbv3E9-vueUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Morgan & Claypool Publishers,"Science fiction is the playground of the imagination. If you are interested in science or fascinated with the future then science fiction is where you explore new ideas and let your dreams and nightmares duke it out on the safety of the page or screen. But what if we could use science fiction to do more than that? What if we could use science fiction based on science fact to not only imagine our future but develop new technologies and products? What if we could use stories, movies and comics as a kind of tool to explore the real world implications and uses of future technologies today? Science Fiction Prototyping is a practical guide to using fiction as a way to imagine our future in a whole new way. Filled with history, real world examples and conversations with experts like best selling science fiction author Cory Doctorow, senior editor at Dark Horse Comics Chris Warner and Hollywood science expert Sidney Perkowitz, Science Fiction Prototyping will give you the tools you need to ...",Computers
166,From Science Fiction to Science Facts,C. B. Don,1.0,0967008484,9780967008486,en,142,1,0,0,0,0,1,2005,2005,From Science Fiction to Science Facts,https://books.google.com/books/content?id=2WRZFwoGe6sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Macmillan Publishers,"""FROM SCIENCE FICTION TO SCIENCE FACTS"" is the non-fiction companion study guide to the fantastic science-fiction novel, ""Accused By Facet-Eyes"". It is a unique teaching/learning approach, which pairs literary entertainment with fascinating life science facts. Academic enrichment for nature-loving readers, middle-, high-school and college students. Intended for mainstream, supplementary and home schooling education. Readers will learn why honeybees are endangered worldwide; their pivotal role in pollination and will better appreciate the essential, mutual interdependence with humankind. Eye-opening life science facts point out important interactions of biology, chemistry and physics with contemporary issues in ecology and human-induced environmental hazards from a global, social perspective. ""From Science Fiction To Science Facts"" is a great time-saver for busy educators. Over 400 easily accessed references support the science facts; an overview of the science topics shows their rel...",Education
167,Shikitei Sanba and the Comic Tradition in Edo Fiction,Robert W. Leutner,5.0,0674806468,9780674806467,en,260,5983,59,239,598,1495,3592,1985,1985,Shikitei Sanba and the Comic Tradition in Edo Fiction,https://books.google.com/books/content?id=AtEia3SMHVwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Harvard Univ Asia Center,"This book is a critical treatment of a Shikitei Sanba (1776-1822), a major writer of gesaku (playful compositions, many in the comic vein).",Biography & Autobiography
168,Science fiction and innovation,Thomas Michaud,3.32,295325739X,9782953257397,en,136,5609,560,841,2243,1402,563,2008,2008,Science fiction and innovation,https://books.google.com/books/content?id=IU3hheKb2TYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,michaud,This is a fictional description for the book 'Science fiction and innovation' by Thomas Michaud.,Business & Economics
169,Fiction in French - Fiction in Soviet,British Library,1.6,3111576698,9783111576695,en,464,8519,2555,2129,1703,1277,855,2013,2013,Fiction in French - Fiction in Soviet,https://books.google.com/books/content?id=nScjAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Walter de Gruyter,This is a fictional description for the book 'Fiction in French - Fiction in Soviet' by British Library.,Reference
170,Logik; eine Untersuchung der Principien der Erkenntniss und der Methoden wissenschaftlicher Forschung: Methodenlehre: 1. Abt. Allgemeine Methodenlehre; Logik der Mathematik und der Naturwissenschaften. 2. Abt. Logik der Geisteswissenschaften,Wilhelm Max Wundt,3.22,6846584975,4869198114424,de,664,9749,974,1462,3899,2437,977,1895,1895,Logik; eine Untersuchung der Principien der Erkenntniss und der Methoden wissenschaftlicher Forschung: Methodenlehre: 1. Abt. Allgemeine Methodenlehre; Logik der Mathematik und der Naturwissenschaften. 2. Abt. Logik der Geisteswissenschaften,https://books.google.com/books/content?id=7hRSAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Penguin Random House,This is a fictional description for the book 'Logik; eine Untersuchung der Principien der Erkenntniss und der Methoden wissenschaftlicher Forschung: Methodenlehre: 1. Abt. Allgemeine Methodenlehre; Logik der Mathematik und der Naturwissenschaften. 2. Abt. Logik der Geisteswissenschaften' by Wilhelm Max Wundt.,"Knowledge, Theory of"
171,Logik,Wilhelm Max Wundt,2.87,8436381555,5957567908116,de,660,271,81,67,54,40,29,1895,1895,Logik,https://books.google.com/books/content?id=HENJ2jNpvf8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,This is a fictional description for the book 'Logik' by Wilhelm Max Wundt.,"Knowledge, Theory of"
172,Science Fiction,"Isaac Asimov, Greg Walz-Chojnacki, Francis Reddy",3.45,0836812247,9780836812244,en,38,1474,147,221,589,368,149,1995,1995,Science Fiction,https://books.google.com/books/content?id=O72EoPJN4mUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Gareth Stevens Publishing,This book compares science fiction with science fact.,Juvenile Nonfiction
173,The Science in Science Fiction,Peter Nicholls,4.79,0517653354,9780517653357,en,210,2887,28,115,288,721,1735,1987,1987,The Science in Science Fiction,https://books.google.com/books/content?id=JwzlR3vbcjcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Crescent,This is a fictional description for the book 'The Science in Science Fiction' by Peter Nicholls.,Science
174,Fiction in American Magazines Before 1800,Edward W. R. Pitcher,3.79,7353975622,6526577761533,en,344,6613,330,661,1653,2645,1324,1993,1993,Fiction in American Magazines Before 1800,https://books.google.com/books/content?id=opEUAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Union College Press,"An easy-to-use identification manual for plants in eastern United States. Identification is through keys in which the matching of plant characteristics leads to family, genus, species and common name. The book also lists flowering dates, habitat and degree of rarity.",Language Arts & Disciplines
175,Music in Contemporary British Fiction,Gerry Smyth,3.37,0118783925,6144057867165,en,264,5710,571,856,2284,1427,572,2008,2008,Music in Contemporary British Fiction,https://books.google.com/books/content?id=UbULAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Palgrave MacMillan,Movie Watchers Guide to Enlightenment describes helpful movies in healing and Awakening to Truth.,Fiction
176,Science & Technology in Fact and Fiction,"DayAnn M. Kennedy, Stella S. Spangler, Mary Ann Vanderwerf",3.43,7087451485,7402804347329,en,392,5222,522,783,2088,1305,524,1990,1990,Science & Technology in Fact and Fiction,https://books.google.com/books/content?id=_FbgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,R. R. Bowker,"Grade level: 8, 9, 10, 11, 12, i, s.",Literary Criticism
177,A Reader's Guide to Australian Fiction,Laurie Clancy,4.31,9454273686,4929556933478,en,392,3179,63,254,476,1112,1274,1992,1992,A Reader's Guide to Australian Fiction,https://books.google.com/books/content?id=DedZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Oxford University Press, USA",This authoritative and comprehensive reference book is the first chronological account of the major Australian fiction writers from 1830 to the 1990s. Brief biographical information on the writers accompanies a critical discussion of the work. Each entry stands alone but the book can be read as a chronological account of the extraordinary development of Australian fiction over a period of 160 years.,Literary Criticism
178,Biotechnological and Medical Themes in Science Fiction,Domna Pastourmatzi,1.25,9995711359,390821711320,en,524,629,188,157,125,94,65,2002,2002,Biotechnological and Medical Themes in Science Fiction,https://books.google.com/books/content?id=5n9ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Scholastic,This is a fictional description for the book 'Biotechnological and Medical Themes in Science Fiction' by Domna Pastourmatzi.,Biology in literature
