id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres,description
133,133,133,133,1,0084944056,1971327316685,"Sarah Miller, David Thomas, David Smith",2004.0,Las estrellas nos atacan,Las estrellas nos atacan,eng,2.66,2548,2548,254,764,637,509,382,256,https://example.com/bookcovers/133.jpg,https://example.com/bookcovers/small/133.jpg,Mystery,"This is a fictional description for the book 'Las estrellas nos atacan' by Sarah Miller, David Thomas, David Smith."
134,134,134,134,1,1250854177,8538326736012,"Robert Smith, Jennifer Taylor, Linda Wilson",1975.0,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,eng,2.97,647,647,64,194,161,129,97,66,https://example.com/bookcovers/134.jpg,https://example.com/bookcovers/small/134.jpg,Biography,"This is a fictional description for the book 'Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie' by Robert Smith, Jennifer Taylor, Linda Wilson."
135,135,135,135,1,8847263135,3282765612284,"Emily Miller, Jennifer Anderson, Linda Anderson",1900.0,The Discerning Heart: Exploring the Christian Path,The Discerning Heart: Exploring the Christian Path,eng,4.17,8110,8110,811,162,648,1216,2838,3246,https://example.com/bookcovers/135.jpg,https://example.com/bookcovers/small/135.jpg,"Fantasy, Self-help","This is a fictional description for the book 'The Discerning Heart: Exploring the Christian Path' by Emily Miller, Jennifer Anderson, Linda Anderson."
136,136,136,136,1,1815361908,9983864153190,John Davis,1999.0,India and Israel against Islamic terror,India and Israel against Islamic terror,eng,4.42,2006,2006,200,40,160,300,702,804,https://example.com/bookcovers/136.jpg,https://example.com/bookcovers/small/136.jpg,Romance,This is a fictional description for the book 'India and Israel against Islamic terror' by John Davis.
137,137,137,137,1,1889386014,9506916570585,"Michael Johnson, David Anderson",1979.0,Walking and climbing,Walking and climbing,eng,4.0,3638,3638,363,72,291,545,1273,1457,https://example.com/bookcovers/137.jpg,https://example.com/bookcovers/small/137.jpg,"Romance, Literary Fiction","This is a fictional description for the book 'Walking and climbing' by Michael Johnson, David Anderson."
138,138,138,138,1,2397429268,4089203580755,Emily Wilson,2011.0,ASURA SOVEREIGN 30,ASURA SOVEREIGN 30,eng,2.14,1961,1961,196,588,490,392,294,197,https://example.com/bookcovers/138.jpg,https://example.com/bookcovers/small/138.jpg,"Non-fiction, Science Fiction",This is a fictional description for the book 'ASURA SOVEREIGN 30' by Emily Wilson.
139,139,139,139,1,3600491535,4227456810759,Sarah Brown,2016.0,"When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation","When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation",eng,2.87,8045,8045,804,2413,2011,1609,1206,806,https://example.com/bookcovers/139.jpg,https://example.com/bookcovers/small/139.jpg,"Biography, Fantasy, Mystery","This is a fictional description for the book 'When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation' by Sarah Brown."
140,140,140,140,1,0401539747,1695125723159,"John Moore, Michael Thomas",2024.0,Snap,Snap,eng,2.27,1364,1364,136,409,341,272,204,138,https://example.com/bookcovers/140.jpg,https://example.com/bookcovers/small/140.jpg,"Young Adult, Thriller","This is a fictional description for the book 'Snap' by John Moore, Michael Thomas."
141,141,141,141,1,7868888668,3212467467362,"Jennifer Anderson, Michelle Smith",1925.0,The Wandering Inn: Book 2 - Fae and Fare,The Wandering Inn: Book 2 - Fae and Fare,eng,4.33,6369,6369,636,127,509,955,2229,2549,https://example.com/bookcovers/141.jpg,https://example.com/bookcovers/small/141.jpg,"Fantasy, Thriller","This is a fictional description for the book 'The Wandering Inn: Book 2 - Fae and Fare' by Jennifer Anderson, Michelle Smith."
142,142,142,142,1,1225970392,6591791712946,"Linda Smith, Jennifer Moore, Michelle Smith",1949.0,Shelter folks,Shelter folks,eng,3.08,2931,2931,293,293,439,1172,732,295,https://example.com/bookcovers/142.jpg,https://example.com/bookcovers/small/142.jpg,Biography,"This is a fictional description for the book 'Shelter folks' by Linda Smith, Jennifer Moore, Michelle Smith."
143,143,143,143,1,0506947960,1209031917123,"Michelle Johnson, John Anderson",1993.0,"The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich","The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich",eng,1.75,5596,5596,559,1678,1399,1119,839,561,https://example.com/bookcovers/143.jpg,https://example.com/bookcovers/small/143.jpg,"Biography, Literary Fiction, Thriller","This is a fictional description for the book 'The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich' by Michelle Johnson, John Anderson."
144,144,144,144,1,1624070281,5469036880194,"John Wilson, Jennifer Davis, Jennifer Taylor",1998.0,MacLaurin's Lady,MacLaurin's Lady,eng,4.63,517,517,51,5,20,51,129,312,https://example.com/bookcovers/144.jpg,https://example.com/bookcovers/small/144.jpg,Fantasy,"This is a fictional description for the book 'MacLaurin's Lady' by John Wilson, Jennifer Davis, Jennifer Taylor."
145,145,145,145,1,7377107750,0560877761954,"John Anderson, Sarah Moore, Jennifer Miller",1949.0,The Bay,The Bay,eng,3.05,2297,2297,229,229,344,918,574,232,https://example.com/bookcovers/145.jpg,https://example.com/bookcovers/small/145.jpg,Science Fiction,"This is a fictional description for the book 'The Bay' by John Anderson, Sarah Moore, Jennifer Miller."
146,146,146,146,1,9917958763,3364284192002,"Michael Smith, Sarah Wilson",1942.0,The Boyband Murder Mystery,The Boyband Murder Mystery,eng,4.09,5397,5397,539,107,431,809,1888,2162,https://example.com/bookcovers/146.jpg,https://example.com/bookcovers/small/146.jpg,"Fantasy, Historical Fiction","This is a fictional description for the book 'The Boyband Murder Mystery' by Michael Smith, Sarah Wilson."
147,147,147,147,1,4497170274,9658453283945,Sarah Anderson,1954.0,Misfortune Cookie,Misfortune Cookie,eng,4.12,3230,3230,323,64,258,484,1130,1294,https://example.com/bookcovers/147.jpg,https://example.com/bookcovers/small/147.jpg,"Mystery, Biography",This is a fictional description for the book 'Misfortune Cookie' by Sarah Anderson.
148,148,148,148,1,0446105325,0643559730052,"Michael Davis, David Taylor",1989.0,"Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho","Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho",eng,4.41,1324,1324,132,26,105,198,463,532,https://example.com/bookcovers/148.jpg,https://example.com/bookcovers/small/148.jpg,"Literary Fiction, Romance, Biography","This is a fictional description for the book 'Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho' by Michael Davis, David Taylor."
149,149,149,149,1,8007530567,2057655258950,"Emily Brown, Linda Taylor",1951.0,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,eng,3.99,1357,1357,135,67,135,339,542,274,https://example.com/bookcovers/149.jpg,https://example.com/bookcovers/small/149.jpg,"Non-fiction, Horror, Self-help","This is a fictional description for the book 'The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices' by Emily Brown, Linda Taylor."
150,150,150,150,1,4816209807,6772289775695,"Robert Miller, Michelle Smith",1919.0,The Height of the Scream,The Height of the Scream,eng,4.24,9141,9141,914,182,731,1371,3199,3658,https://example.com/bookcovers/150.jpg,https://example.com/bookcovers/small/150.jpg,Biography,"This is a fictional description for the book 'The Height of the Scream' by Robert Miller, Michelle Smith."
151,151,151,151,1,6170340538,1255883570265,"Michael Brown, Michelle Anderson, Robert Taylor",1995.0,Woodrow Wilson,Woodrow Wilson,eng,3.49,2100,2100,210,210,315,840,525,210,https://example.com/bookcovers/151.jpg,https://example.com/bookcovers/small/151.jpg,"Science Fiction, Literary Fiction","This is a fictional description for the book 'Woodrow Wilson' by Michael Brown, Michelle Anderson, Robert Taylor."
152,152,152,152,1,7267275268,8440900460263,"Linda Thomas, Jennifer Johnson, Linda Taylor",1939.0,"Hallo, hier bin ich!","Hallo, hier bin ich!",eng,1.29,4454,4454,445,1336,1113,890,668,447,https://example.com/bookcovers/152.jpg,https://example.com/bookcovers/small/152.jpg,Literary Fiction,"This is a fictional description for the book 'Hallo, hier bin ich!' by Linda Thomas, Jennifer Johnson, Linda Taylor."
153,153,153,153,1,3096514125,3280749817432,Jennifer Davis,1986.0,Die Prüfungen der Engel,Die Prüfungen der Engel,eng,3.38,5573,5573,557,557,835,2229,1393,559,https://example.com/bookcovers/153.jpg,https://example.com/bookcovers/small/153.jpg,"Thriller, Fantasy",This is a fictional description for the book 'Die Prüfungen der Engel' by Jennifer Davis.
154,154,154,154,1,2415734157,7066329573434,"James Smith, Michelle Brown",1979.0,A Life's Work: Learning to Overrule My Mindless Brain,A Life's Work: Learning to Overrule My Mindless Brain,eng,1.82,247,247,24,74,61,49,37,26,https://example.com/bookcovers/154.jpg,https://example.com/bookcovers/small/154.jpg,Science Fiction,"This is a fictional description for the book 'A Life's Work: Learning to Overrule My Mindless Brain' by James Smith, Michelle Brown."
155,155,155,155,1,2904652867,3519607407560,James Miller,2014.0,A Bag of Bones N' Chocolate Biscuits,A Bag of Bones N' Chocolate Biscuits,eng,2.25,4617,4617,461,1385,1154,923,692,463,https://example.com/bookcovers/155.jpg,https://example.com/bookcovers/small/155.jpg,Self-help,This is a fictional description for the book 'A Bag of Bones N' Chocolate Biscuits' by James Miller.
156,156,156,156,1,5368612919,9732511150160,"Robert Anderson, David Smith",1971.0,The Gumma wars,The Gumma wars,eng,2.21,3359,3359,335,1007,839,671,503,339,https://example.com/bookcovers/156.jpg,https://example.com/bookcovers/small/156.jpg,"Historical Fiction, Mystery","This is a fictional description for the book 'The Gumma wars' by Robert Anderson, David Smith."
157,157,157,157,1,5024492962,2420623865695,James Davis,1934.0,Mimis Village And How Basic Health Care Transformed It,Mimis Village And How Basic Health Care Transformed It,eng,1.35,3154,3154,315,946,788,630,473,317,https://example.com/bookcovers/157.jpg,https://example.com/bookcovers/small/157.jpg,"Fantasy, Young Adult, Romance",This is a fictional description for the book 'Mimis Village And How Basic Health Care Transformed It' by James Davis.
158,158,158,158,1,6155147016,6614981382607,Sarah Davis,1936.0,World War II,World War II,eng,3.11,1827,1827,182,182,274,730,456,185,https://example.com/bookcovers/158.jpg,https://example.com/bookcovers/small/158.jpg,"Biography, Mystery",This is a fictional description for the book 'World War II' by Sarah Davis.
159,159,159,159,1,2351931993,0415117159115,John Taylor,1928.0,Ninna nanna,Ninna nanna,eng,2.42,5346,5346,534,1603,1336,1069,801,537,https://example.com/bookcovers/159.jpg,https://example.com/bookcovers/small/159.jpg,"Biography, Romance",This is a fictional description for the book 'Ninna nanna' by John Taylor.
160,160,160,160,1,3639720167,4776126892875,"Emily Smith, Sarah Thomas, James Miller",1908.0,The Holiday Trap,The Holiday Trap,eng,2.84,4299,4299,429,1289,1074,859,644,433,https://example.com/bookcovers/160.jpg,https://example.com/bookcovers/small/160.jpg,"Self-help, Science Fiction","This is a fictional description for the book 'The Holiday Trap' by Emily Smith, Sarah Thomas, James Miller."
161,161,161,161,1,0010761334,5430497089737,"Michael Davis, Linda Miller, Michael Anderson",1929.0,Something Special,Something Special,eng,2.81,6326,6326,632,1897,1581,1265,948,635,https://example.com/bookcovers/161.jpg,https://example.com/bookcovers/small/161.jpg,"Horror, Thriller, Non-fiction","This is a fictional description for the book 'Something Special' by Michael Davis, Linda Miller, Michael Anderson."
162,162,162,162,1,9378477524,1383667890708,David Davis,1933.0,Palatul de hârtie,Palatul de hârtie,eng,2.5,461,461,46,138,115,92,69,47,https://example.com/bookcovers/162.jpg,https://example.com/bookcovers/small/162.jpg,"Young Adult, Mystery",This is a fictional description for the book 'Palatul de hârtie' by David Davis.
163,163,163,163,1,1478289129,6885137994088,Michelle Brown,1931.0,Alacrity,Alacrity,eng,1.33,5148,5148,514,1544,1287,1029,772,516,https://example.com/bookcovers/163.jpg,https://example.com/bookcovers/small/163.jpg,"Science Fiction, Fantasy, Non-fiction",This is a fictional description for the book 'Alacrity' by Michelle Brown.
164,164,164,164,1,2396544225,9897223372057,"David Wilson, Linda Johnson, Jennifer Anderson",1985.0,Deadly Force,Deadly Force,eng,4.11,3996,3996,399,79,319,599,1398,1601,https://example.com/bookcovers/164.jpg,https://example.com/bookcovers/small/164.jpg,Young Adult,"This is a fictional description for the book 'Deadly Force' by David Wilson, Linda Johnson, Jennifer Anderson."
165,165,165,165,1,7370141539,0998897947721,James Miller,1930.0,Bitter Sweet Distraction,Bitter Sweet Distraction,eng,3.87,5602,5602,560,280,560,1400,2240,1122,https://example.com/bookcovers/165.jpg,https://example.com/bookcovers/small/165.jpg,Biography,This is a fictional description for the book 'Bitter Sweet Distraction' by James Miller.
166,166,166,166,1,0874458744,3526754849585,Linda Moore,1906.0,Jilted,Jilted,eng,2.96,8686,8686,868,2605,2171,1737,1302,871,https://example.com/bookcovers/166.jpg,https://example.com/bookcovers/small/166.jpg,"Literary Fiction, Non-fiction",This is a fictional description for the book 'Jilted' by Linda Moore.
167,167,167,167,1,1549362611,7478836286684,Jennifer Anderson,1974.0,The Science of Storytelling,The Science of Storytelling,eng,3.96,8307,8307,830,415,830,2076,3322,1664,https://example.com/bookcovers/167.jpg,https://example.com/bookcovers/small/167.jpg,"Horror, Romance, Self-help",This is a fictional description for the book 'The Science of Storytelling' by Jennifer Anderson.
168,168,168,168,1,0076906615,1005084422450,Michelle Anderson,2004.0,A Colorado Match                            Love Inspired,A Colorado Match                            Love Inspired,eng,3.49,7236,7236,723,723,1085,2894,1809,725,https://example.com/bookcovers/168.jpg,https://example.com/bookcovers/small/168.jpg,"Romance, Mystery",This is a fictional description for the book 'A Colorado Match                            Love Inspired' by Michelle Anderson.
169,169,169,169,1,9911482351,6466878690843,"James Anderson, John Davis",1958.0,A Fine Line: A balance to survive,A Fine Line: A balance to survive,eng,3.8,5691,5691,569,284,569,1422,2276,1140,https://example.com/bookcovers/169.jpg,https://example.com/bookcovers/small/169.jpg,Young Adult,"This is a fictional description for the book 'A Fine Line: A balance to survive' by James Anderson, John Davis."
170,170,170,170,1,7383331137,2368910721521,Jennifer Davis,1959.0,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,eng,3.68,1087,1087,108,54,108,271,434,220,https://example.com/bookcovers/170.jpg,https://example.com/bookcovers/small/170.jpg,Thriller,This is a fictional description for the book 'Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life' by Jennifer Davis.
171,171,171,171,1,6130919270,9846083062030,"Emily Miller, John Thomas",1923.0,Great sects and schisms in Judaism,Great sects and schisms in Judaism,eng,1.9,2999,2999,299,899,749,599,449,303,https://example.com/bookcovers/171.jpg,https://example.com/bookcovers/small/171.jpg,"Literary Fiction, Young Adult","This is a fictional description for the book 'Great sects and schisms in Judaism' by Emily Miller, John Thomas."
172,172,172,172,1,7525483701,9671229436637,Linda Taylor,1922.0,When the Night Falls,When the Night Falls,eng,4.01,3791,3791,379,75,303,568,1326,1519,https://example.com/bookcovers/172.jpg,https://example.com/bookcovers/small/172.jpg,"Fantasy, Literary Fiction",This is a fictional description for the book 'When the Night Falls' by Linda Taylor.
173,173,173,173,1,4907474733,1005484578053,"Jennifer Moore, Robert Moore",1990.0,The lady of secrets,The lady of secrets,eng,2.86,5742,5742,574,1722,1435,1148,861,576,https://example.com/bookcovers/173.jpg,https://example.com/bookcovers/small/173.jpg,"Horror, Mystery","This is a fictional description for the book 'The lady of secrets' by Jennifer Moore, Robert Moore."
174,174,174,174,1,7389390022,8907189389690,"John Anderson, Jennifer Johnson, David Taylor",1904.0,We Are Theologians: Strengthening the People of God,We Are Theologians: Strengthening the People of God,eng,2.18,77,77,7,23,19,15,11,9,https://example.com/bookcovers/174.jpg,https://example.com/bookcovers/small/174.jpg,"Young Adult, Historical Fiction, Fantasy","This is a fictional description for the book 'We Are Theologians: Strengthening the People of God' by John Anderson, Jennifer Johnson, David Taylor."
175,175,175,175,1,9758732069,5635431743697,"Linda Brown, Linda Wilson, Linda Davis",1958.0,Girls out late (Girls #3),Girls out late (Girls #3),eng,3.81,9788,9788,978,489,978,2447,3915,1959,https://example.com/bookcovers/175.jpg,https://example.com/bookcovers/small/175.jpg,"Science Fiction, Romance","This is a fictional description for the book 'Girls out late (Girls #3)' by Linda Brown, Linda Wilson, Linda Davis."
176,176,176,176,1,5904178205,7931580239925,"Sarah Thomas, David Davis, Linda Moore",1917.0,What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream,What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream,eng,2.89,6691,6691,669,2007,1672,1338,1003,671,https://example.com/bookcovers/176.jpg,https://example.com/bookcovers/small/176.jpg,Thriller,"This is a fictional description for the book 'What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream' by Sarah Thomas, David Davis, Linda Moore."
177,177,177,177,1,0006916585,7272541684515,Jennifer Thomas,1961.0,Economics For Dummies,Economics For Dummies,eng,4.77,9626,9626,962,96,385,962,2406,5777,https://example.com/bookcovers/177.jpg,https://example.com/bookcovers/small/177.jpg,"Mystery, Horror",This is a fictional description for the book 'Economics For Dummies' by Jennifer Thomas.
178,178,178,178,1,0706781912,5620034768440,"Sarah Miller, David Davis",1933.0,Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them,Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them,eng,2.44,9118,9118,911,2735,2279,1823,1367,914,https://example.com/bookcovers/178.jpg,https://example.com/bookcovers/small/178.jpg,"Fantasy, Horror, Biography","This is a fictional description for the book 'Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them' by Sarah Miller, David Davis."
179,179,179,179,1,7453595225,4267005338775,"Jennifer Anderson, Emily Smith, Michelle Thomas",1997.0,Moving Up On Manolos,Moving Up On Manolos,eng,4.24,8420,8420,842,168,673,1263,2947,3369,https://example.com/bookcovers/179.jpg,https://example.com/bookcovers/small/179.jpg,"Non-fiction, Fantasy, Mystery","This is a fictional description for the book 'Moving Up On Manolos' by Jennifer Anderson, Emily Smith, Michelle Thomas."
180,180,180,180,1,3972630110,9539326416975,"John Davis, Michael Davis",1927.0,The British Constitution,The British Constitution,eng,2.65,396,396,39,118,99,79,59,41,https://example.com/bookcovers/180.jpg,https://example.com/bookcovers/small/180.jpg,Romance,"This is a fictional description for the book 'The British Constitution' by John Davis, Michael Davis."
181,181,181,181,1,5912275223,0124255802113,"David Brown, Linda Anderson, Michael Wilson",1939.0,The Abode,The Abode,eng,2.43,7178,7178,717,2153,1794,1435,1076,720,https://example.com/bookcovers/181.jpg,https://example.com/bookcovers/small/181.jpg,Horror,"This is a fictional description for the book 'The Abode' by David Brown, Linda Anderson, Michael Wilson."
182,182,182,182,1,8842080968,7374831610177,"Sarah Davis, John Taylor, Michelle Smith",1927.0,"Das einzige Kind, Im Zeichen des Löwen","Das einzige Kind, Im Zeichen des Löwen",eng,2.47,8280,8280,828,2484,2070,1656,1242,828,https://example.com/bookcovers/182.jpg,https://example.com/bookcovers/small/182.jpg,"Self-help, Thriller, Historical Fiction","This is a fictional description for the book 'Das einzige Kind, Im Zeichen des Löwen' by Sarah Davis, John Taylor, Michelle Smith."
183,183,183,183,1,5681176361,1443581836183,"David Smith, Jennifer Moore",1976.0,Las estrellas nos atacan,Las estrellas nos atacan,eng,3.58,2036,2036,203,101,203,509,814,409,https://example.com/bookcovers/183.jpg,https://example.com/bookcovers/small/183.jpg,"Mystery, Young Adult","This is a fictional description for the book 'Las estrellas nos atacan' by David Smith, Jennifer Moore."
184,184,184,184,1,5967647466,0129412310020,"David Miller, David Smith",1955.0,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,eng,1.53,471,471,47,141,117,94,70,49,https://example.com/bookcovers/184.jpg,https://example.com/bookcovers/small/184.jpg,"Literary Fiction, Science Fiction, Thriller","This is a fictional description for the book 'Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie' by David Miller, David Smith."
185,185,185,185,1,6018793888,6112388072627,"John Davis, Linda Miller, Sarah Miller",1972.0,The Discerning Heart: Exploring the Christian Path,The Discerning Heart: Exploring the Christian Path,eng,1.12,4947,4947,494,1484,1236,989,742,496,https://example.com/bookcovers/185.jpg,https://example.com/bookcovers/small/185.jpg,Literary Fiction,"This is a fictional description for the book 'The Discerning Heart: Exploring the Christian Path' by John Davis, Linda Miller, Sarah Miller."
186,186,186,186,1,2404987247,1814475324939,"Michelle Miller, James Brown",1991.0,India and Israel against Islamic terror,India and Israel against Islamic terror,eng,2.8,8628,8628,862,2588,2157,1725,1294,864,https://example.com/bookcovers/186.jpg,https://example.com/bookcovers/small/186.jpg,"Fantasy, Non-fiction","This is a fictional description for the book 'India and Israel against Islamic terror' by Michelle Miller, James Brown."
187,187,187,187,1,7546984824,8665632057865,Emily Miller,1943.0,Walking and climbing,Walking and climbing,eng,2.33,3442,3442,344,1032,860,688,516,346,https://example.com/bookcovers/187.jpg,https://example.com/bookcovers/small/187.jpg,"Horror, Romance",This is a fictional description for the book 'Walking and climbing' by Emily Miller.
188,188,188,188,1,1431372429,2739557145501,"Michael Wilson, Linda Miller",2018.0,ASURA SOVEREIGN 30,ASURA SOVEREIGN 30,eng,4.94,1690,1690,169,16,67,169,422,1016,https://example.com/bookcovers/188.jpg,https://example.com/bookcovers/small/188.jpg,Young Adult,"This is a fictional description for the book 'ASURA SOVEREIGN 30' by Michael Wilson, Linda Miller."
189,189,189,189,1,4701226913,8406045648086,Robert Wilson,2009.0,"When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation","When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation",eng,4.88,5515,5515,551,55,220,551,1378,3311,https://example.com/bookcovers/189.jpg,https://example.com/bookcovers/small/189.jpg,"Science Fiction, Historical Fiction, Non-fiction","This is a fictional description for the book 'When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation' by Robert Wilson."
190,190,190,190,1,7152495226,8527341124591,Emily Thomas,1933.0,Snap,Snap,eng,3.17,2124,2124,212,212,318,849,531,214,https://example.com/bookcovers/190.jpg,https://example.com/bookcovers/small/190.jpg,"Horror, Science Fiction, Non-fiction",This is a fictional description for the book 'Snap' by Emily Thomas.
191,191,191,191,1,5087098931,6330569264190,"James Smith, Michael Anderson, Sarah Davis",1914.0,The Wandering Inn: Book 2 - Fae and Fare,The Wandering Inn: Book 2 - Fae and Fare,eng,1.91,3139,3139,313,941,784,627,470,317,https://example.com/bookcovers/191.jpg,https://example.com/bookcovers/small/191.jpg,"Self-help, Science Fiction, Romance","This is a fictional description for the book 'The Wandering Inn: Book 2 - Fae and Fare' by James Smith, Michael Anderson, Sarah Davis."
192,192,192,192,1,2545388539,0358587447446,Jennifer Thomas,1995.0,Shelter folks,Shelter folks,eng,1.22,1110,1110,111,333,277,222,166,112,https://example.com/bookcovers/192.jpg,https://example.com/bookcovers/small/192.jpg,"Science Fiction, Historical Fiction",This is a fictional description for the book 'Shelter folks' by Jennifer Thomas.
193,193,193,193,1,1726419545,5406432972289,Emily Smith,1975.0,"The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich","The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich",eng,3.0,1683,1683,168,168,252,673,420,170,https://example.com/bookcovers/193.jpg,https://example.com/bookcovers/small/193.jpg,Non-fiction,"This is a fictional description for the book 'The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich' by Emily Smith."
194,194,194,194,1,0830834475,0597039810641,"David Moore, James Davis, Robert Miller",1934.0,MacLaurin's Lady,MacLaurin's Lady,eng,2.99,5363,5363,536,1608,1340,1072,804,539,https://example.com/bookcovers/194.jpg,https://example.com/bookcovers/small/194.jpg,Fantasy,"This is a fictional description for the book 'MacLaurin's Lady' by David Moore, James Davis, Robert Miller."
195,195,195,195,1,2585023879,5714476962442,Robert Brown,1999.0,The Bay,The Bay,eng,3.45,3874,3874,387,387,581,1549,968,389,https://example.com/bookcovers/195.jpg,https://example.com/bookcovers/small/195.jpg,"Self-help, Non-fiction",This is a fictional description for the book 'The Bay' by Robert Brown.
196,196,196,196,1,7382219930,1348161192661,Sarah Wilson,1906.0,The Boyband Murder Mystery,The Boyband Murder Mystery,eng,4.2,2952,2952,295,59,236,442,1033,1182,https://example.com/bookcovers/196.jpg,https://example.com/bookcovers/small/196.jpg,Horror,This is a fictional description for the book 'The Boyband Murder Mystery' by Sarah Wilson.
197,197,197,197,1,5100162701,8076423164461,James Miller,1952.0,Misfortune Cookie,Misfortune Cookie,eng,1.07,5714,5714,571,1714,1428,1142,857,573,https://example.com/bookcovers/197.jpg,https://example.com/bookcovers/small/197.jpg,Young Adult,This is a fictional description for the book 'Misfortune Cookie' by James Miller.
198,198,198,198,1,2195879626,3278705091204,"Michelle Davis, Robert Smith",1957.0,"Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho","Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho",eng,4.77,2070,2070,207,20,82,207,517,1244,https://example.com/bookcovers/198.jpg,https://example.com/bookcovers/small/198.jpg,"Self-help, Non-fiction","This is a fictional description for the book 'Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho' by Michelle Davis, Robert Smith."
199,199,199,199,1,3458536847,8829821895381,"Emily Miller, Linda Thomas, Linda Taylor",1947.0,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,eng,3.96,7379,7379,737,368,737,1844,2951,1479,https://example.com/bookcovers/199.jpg,https://example.com/bookcovers/small/199.jpg,"Self-help, Biography, Thriller","This is a fictional description for the book 'The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices' by Emily Miller, Linda Thomas, Linda Taylor."
200,200,200,200,1,7031717911,9141045115170,"John Smith, David Johnson",1911.0,The Height of the Scream,The Height of the Scream,eng,1.58,6443,6443,644,1932,1610,1288,966,647,https://example.com/bookcovers/200.jpg,https://example.com/bookcovers/small/200.jpg,"Thriller, Self-help, Non-fiction","This is a fictional description for the book 'The Height of the Scream' by John Smith, David Johnson."
201,201,201,201,1,4006214756,6319039100861,"Michael Brown, Jennifer Smith, Michelle Smith",1935.0,Woodrow Wilson,Woodrow Wilson,eng,1.25,565,565,56,169,141,113,84,58,https://example.com/bookcovers/201.jpg,https://example.com/bookcovers/small/201.jpg,"Science Fiction, Historical Fiction, Mystery","This is a fictional description for the book 'Woodrow Wilson' by Michael Brown, Jennifer Smith, Michelle Smith."
